Цех,Ст_№_ГПА,Дата,ГТУ1_В,ГТУ1_Г,ГТУ1_О,ГТУ2_В,ГТУ2_Г,ГТУ2_О,ГТУ3_В,ГТУ3_Г,ГТУ3_О,ГТУ4_В,ГТУ4_Г,ГТУ4_О,ГТУ5_В,ГТУ5_Г,ГТУ5_О,ГТУ6_В,ГТУ6_Г,ГТУ6_О,ЦБН1_В,ЦБН1_Г,ЦБН1_О,ЦБН2_В,ЦБН2_Г,ЦБН2_О,ЦБН3_В,ЦБН3_Г,ЦБН4_В,ЦБН4_Г,ЦБН4_О,ЦБН4_NТВД,ЦБН4_NТНД,ЦБН4_3,ЦБН4_Рвх,ЦБН4_Рвых,Оценка_ГТУ,Оценка_ЦБН,Оценка_ГПА,Прибор,ЧД_Гц,Наработка_ГТУ_ч,Примечание,Филиал,КС,Тип_ГПА,Тип_ГТУ,Тип_ЦБК
Цех_4,43,2007-09-05 14:50:00,2.1,2.6,3.7,3.2,3.5,2.8,3.0,3.9,3.8,2.7,4.1,1.9,2.6,4.7,2.4,3.5,5.9,3.2,1.1,1.2,0.9,,,,,,,,,7090.0,5140.0,4400.0,60.1,70.6,отлично,отлично,отлично,ВК-5 №763,10 - 1000,45166,2 реж,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2007-09-05 15:50:00,2.0,2.4,3.5,3.3,3.3,2.6,3.2,4.3,2.3,2.6,3.8,1.7,2.9,4.4,2.5,3.3,4.9,2.9,1.2,1.1,0.9,,,,,,,,,7030.0,5050.0,4300.0,60.4,70.6,отлично,отлично,отлично,ВК-5 №763,10 - 1000,45167,3 реж,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2007-09-12 14:00:00,1.7,2.0,3.5,3.0,3.2,2.4,,,,2.9,4.0,2.0,3.5,5.1,2.6,3.6,5.5,3.2,1.3,1.3,1.0,,,,,,,,,7160.0,5230.0,4480.0,61.5,72.4,отлично,отлично,отлично,ВК-5 №763,10 - 1000,45229,-,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2007-09-24 14:00:00,1.8,2.7,3.7,2.8,3.0,2.5,,,,2.7,3.8,2.0,3.2,5.2,2.9,3.5,5.0,3.1,1.2,1.3,1.0,,,,,,,,,7150.0,5240.0,4490.0,59.1,69.4,отлично,отлично,отлично,ВК-5 №763,10 - 1000,45508,-,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2007-10-22 11:00:00,1.5,1.8,3.1,2.7,3.5,2.9,,,,2.8,3.5,2.4,3.5,5.4,2.8,3.5,4.8,3.3,2.2,1.5,1.2,,,,,,,,,7080.0,5240.0,4630.0,49.8,58.0,отлично,отлично,отлично,ВК-5 №763,10 - 1000,45779,-,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2007-11-12 14:00:00,1.5,2.2,2.7,3.3,3.7,2.2,,,,3.2,3.6,2.0,3.5,5.4,2.8,2.9,3.3,3.0,1.2,1.3,1.2,,,,,,,,,6980.0,5100.0,4630.0,47.4,56.0,отлично,отлично,отлично,ВК-5 №763,10 - 1000,46189,-,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2007-11-26 14:00:00,2.0,1.5,2.6,2.7,2.9,1.8,,,,2.7,2.7,1.2,1.9,4.0,1.6,3.1,3.5,2.4,1.1,0.9,0.6,,,,,,,,,7090.0,5200.0,4610.0,48.6,57.2,отлично,отлично,отлично,ВИК-3 №007,10 - 1000*,46525,-,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2007-12-07 09:00:00,2.5,1.9,2.9,2.3,4.4,1.8,,,,2.7,2.6,1.3,2.3,4.1,1.6,3.2,3.7,2.6,0.9,1.1,0.8,,,,,,,,,7110.0,5220.0,4620.0,49.4,58.4,отлично,отлично,отлично,ВИК-3 №007,10 - 1000*,46784,-,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2007-12-25 08:00:00,1.3,2.0,3.1,3.7,3.4,2.6,3.0,3.3,2.3,3.1,4.2,2.2,4.0,5.4,2.9,3.7,6.0,4.4,1.8,1.6,1.4,,,,,,,,,7130.0,5270.0,4660.0,51.7,60.8,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,46871,1 реж,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2007-12-25 08:30:00,1.7,2.1,3.3,4.2,4.2,2.5,3.7,3.7,2.4,3.2,3.7,2.4,4.4,5.6,2.8,3.6,5.7,3.7,1.6,1.4,1.1,,,,,,,,,7050.0,5180.0,4560.0,51.8,61.0,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,46872,2 реж,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-01-10 14:00:00,2.0,1.7,2.4,3.3,3.3,1.8,,,,3.3,3.6,1.7,2.6,4.8,2.0,3.3,4.3,2.7,0.9,0.8,0.8,,,,,,,,,7010.0,5140.0,4610.0,50.2,59.1,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,47240, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-01-28 08:00:00,2.9,2.5,3.8,2.7,2.2,1.6,,,,3.2,2.9,2.3,2.4,4.5,1.6,3.8,3.7,3.3,1.0,1.0,0.9,,,,,,,,,7130.0,5250.0,4600.0,,,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,47666, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-02-11 14:00:00,2.6,2.6,4.6,2.7,2.2,2.0,,,,2.8,3.0,1.5,2.4,4.1,1.7,2.7,5.0,3.2,0.6,0.9,0.6,,,,,,,,,7170.0,5250.0,4520.0,59.6,70.0,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,48009, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-02-27 09:00:00,1.1,1.6,2.2,3.6,4.3,2.5,,,,3.5,3.8,3.9,2.7,4.9,1.8,2.4,4.1,2.5,0.6,1.0,0.6,,,,,,,,,7020.0,5160.0,4500.0,51.9,60.2,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,48388, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-03-18 15:00:00,1.8,1.9,3.3,2.9,2.4,2.9,,,,5.7,4.5,3.5,2.2,4.4,1.7,2.9,5.1,3.2,0.7,0.9,0.6,,,,,,,,,7150.0,5240.0,4520.0,51.2,59.9,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,48804, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-04-08 10:00:00,1.3,1.6,3.5,3.0,3.3,1.7,,,,3.2,4.9,3.7,2.2,4.8,2.0,3.6,5.4,3.6,0.8,0.9,0.7,,,,,,,,,7250.0,5360.0,4620.0,52.1,60.5,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,49303, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-05-08 09:00:00,1.7,0.8,1.1,1.0,1.9,1.1,,,,2.9,5.0,3.6,2.7,1.3,0.8,1.3,5.5,4.2,0.7,0.9,0.7,,,,,,,,,7150.0,5330.0,4530.0,51.8,59.3,отлично,отлично,отлично,ВК-5№1401,10 - 1000,49468, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-05-28 11:00:00,4.5,2.8,3.3,4.7,3.7,4.6,,,,4.6,5.8,4.0,3.0,1.7,2.0,3.6,5.6,3.6,1.2,1.0,1.0,,,,,,,,,7300.0,5360.0,4500.0,51.7,60.0,отлично,отлично,отлично,ВК-5№1401,10 - 1000,49968, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-06-10 14:00:00,1.4,1.9,2.7,3.5,4.0,2.0,,,,2.5,2.8,2.0,2.9,5.0,2.0,3.2,5.4,3.7,1.2,0.9,0.6,,,,,,,,,7350.0,5450.0,4630.0,52.3,61.3,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,50274, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-06-27 10:00:00,1.9,1.0,1.1,1.0,1.9,1.1,,,,2.9,5.0,3.6,2.7,1.3,0.8,1.3,5.0,4.2,1.0,0.9,0.7,,,,,,,,,7150.0,5330.0,4530.0,,,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,50678, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-07-11 14:00:00,2.8,2.6,4.6,2.7,2.2,2.0,,,,2.8,3.0,1.5,2.4,4.1,1.7,2.7,5.5,3.2,1.6,1.3,1.0,,,,,,,,,7350.0,5450.0,4600.0,,,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,51018, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-09-22 14:00:00,1.7,2.3,3.0,4.1,3.4,2.3,,,,3.2,3.8,2.7,4.0,5.6,3.5,4.2,6.0,4.5,1.6,1.7,1.1,,,,,,,,,7240.0,5330.0,4630.0,54.9,63.9,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,51736, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-10-21 09:00:00,4.5,3.3,6.5,4.4,3.6,2.2,,,,3.7,3.9,3.6,4.2,5.8,3.4,4.1,9.7,5.2,1.6,2.2,1.4,,,,,,,,,7170.0,5290.0,4460.0,52.9,61.4,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,52356, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-11-12 09:00:00,2.3,3.0,3.7,4.0,3.1,2.2,,,,3.6,3.6,2.4,3.6,5.8,2.9,4.0,6.4,4.5,1.4,1.2,1.1,,,,,,,,,7090.0,5130.0,4500.0,50.7,59.6,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,52884, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2008-12-22 15:00:00,3.2,2.9,4.1,5.4,4.9,2.4,,,,4.1,5.1,2.2,4.3,6.1,3.9,3.3,7.9,4.5,1.3,1.7,1.25,,,,,,,,,6990.0,5100.0,4310.0,,,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,53375, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2009-04-10 10:00:00,2.6,4.0,7.0,3.6,3.0,3.0,,,,2.9,4.0,2.1,3.6,5.0,5.5,3.3,7.5,4.0,2.5,2.0,1.6,,,,,,,,,7210.0,5340.0,4340.0,62.2,68.8,хорошо,хорошо,хорошо,ВК-5М №12633,10 - 1000,54725, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2009-06-30 14:00:00,3.2,2.9,4.1,5.4,4.9,2.4,,,,4.1,5.1,2.2,4.3,6.1,3.9,3.3,7.9,4.5,1.3,1.7,1.25,,,,,,,,,7140.0,5200.0,4350.0,,,хорошо,отлично,хорошо,ВК-5 №1401,10 - 1000,53375, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2009-08-21 14:00:00,2.6,4.0,7.0,3.6,3.0,3.0,,,,2.9,4.0,2.1,3.6,5.0,5.5,3.3,7.5,4.0,2.5,2.0,1.6,,,,,,,,,7210.0,5340.0,4340.0,,,хорошо,хорошо,хорошо,ВК-5 №1401,10 - 1000,56879, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2009-10-28 08:00:00,3.1,3.2,4.5,3.6,3.3,2.6,,,,3.0,4.8,3.0,2.85,6.45,4.1,3.6,6.9,4.7,1.95,2.34,1.48,,,,,,,,,7260.0,5400.0,4600.0,60.0,70.0,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,56917, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2009-12-07 14:15:00,2.35,3.4,4.4,3.3,3.1,3.1,,,,4.5,4.8,4.0,3.3,4.3,3.1,3.2,3.3,4.6,1.05,1.0,0.84,,,,,,,,,6640.0,4730.0,4015.0,48.4,54.6,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,"57471,25", -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2009-12-07 14:30:00,3.1,2.9,4.45,3.1,4.0,2.8,,,,4.1,4.8,3.4,3.9,4.6,2.5,3.4,4.0,4.8,1.04,1.25,0.99,,,,,,,,,6720.0,4820.0,4160.0,48.4,54.9,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,"57471,5", -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2009-12-07 14:45:00,2.6,3.8,4.1,3.0,4.0,3.1,,,,4.4,5.4,3.7,3.8,5.4,3.1,3.0,5.8,4.0,1.15,1.34,1.12,,,,,,,,,6770.0,4880.0,4300.0,48.4,55.2,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,"57471,75", -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2010-03-16 09:00:00,2.0,2.1,5.3,4.3,5.0,3.3,,,,3.0,5.1,4.0,4.0,6.1,4.4,3.0,5.8,4.0,2.0,1.9,2.0,,,,,,,,,7180.0,5310.0,4600.0,58.8,69.1,отлично,отлично,отлично,ВК-5М №12633,10 - 1000,58188, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2010-04-27 11:00:00,2.0,1.9,3.5,3.5,2.9,2.8,,,,3.3,3.6,2.7,3.0,5.1,3.2,5.3,6.3,4.2,2.2,2.0,1.34,,,,,,,,,7170.0,5260.0,4600.0,48.4,56.8,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,58536, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2010-05-14 14:00:00,2.2,2.0,5.0,4.0,3.0,3.0,,,,3.2,3.7,3.0,3.0,5.0,3.3,5.0,6.0,4.0,2.0,1.8,1.2,,,,,,,,,7310.0,5320.0,4540.0,,,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,58911, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2010-07-22 08:30:00,2.4,3.1,4.0,2.9,2.5,1.5,,,,2.6,2.3,1.3,2.5,4.2,3.0,3.0,6.1,5.6,0.4,0.5,0.3,,,,,,,,,7300.0,5320.0,4540.0,54.8,64.9,отлично,отлично,отлично,ВИК-3 №7,10 - 1000*,59364, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2010-09-09 08:00:00,4.2,3.5,6.5,7.7,9.8,5.9,,,,7.1,8.3,6.1,5.2,4.9,3.5,3.5,6.8,7.9,1.3,1.5,1.6,,,,,,,,,7230.0,5300.0,4490.0,50.1,58.0,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,60451, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2010-09-30 16:00:00,3.9,3.1,4.1,6.7,7.8,5.4,,,,8.8,5.9,4.7,6.0,5.1,4.6,3.3,5.5,6.1,1.4,1.6,1.5,,,,,,,,,7130.0,5270.0,4590.0,58.4,69.1,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,60479, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2010-10-25 09:00:00,3.9,3.3,4.4,8.3,7.1,5.0,,,,7.9,5.4,5.1,5.9,5.8,3.9,4.6,4.7,10.0,1.1,2.1,1.5,,,,,,,,,7070.0,5130.0,4600.0,48.0,57.8,допустимо,отлично,допустимо,ВИК-3 №7,10 - 5000,61045, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2010-11-23 15:00:00,3.5,2.9,4.0,9.0,9.3,5.8,,,,12.3,5.7,5.2,4.9,6.4,4.4,3.8,4.3,4.9,1.6,1.3,1.5,,,,,,,,,7060.0,5170.0,4710.0,48.1,58.3,допустимо,отлично,допустимо,ВИК-3 №7,10 - 5000,61747, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2010-12-16 14:00:00,4.9,3.1,5.1,9.4,10.3,10.1,,,,12.1,6.9,8.2,5.5,6.8,4.7,3.8,4.6,4.9,3.4,1.6,1.2,,,,,,,,,7070.0,5240.0,4700.0,51.8,67.5,допустимо,хорошо,допустимо,ВИК-3 №7,10 - 5000,62298, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-02-14 08:00:00,3.0,3.3,4.2,7.9,7.4,7.4,,,,8.1,9.0,4.6,5.0,6.4,4.5,3.6,5.1,4.0,1.3,1.0,1.2,,,,,,,,,6890.0,5050.0,4560.0,60.5,71.6,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,63400, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-04-04 15:50:00,3.5,2.6,4.3,8.4,7.1,4.7,,,,5.3,7.7,3.3,4.8,6.5,4.5,8.1,6.7,5.3,1.3,1.5,1.2,,,,,,,,,7225.0,5250.0,4500.0,48.99,57.25,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,63772, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-05-27 08:00:00,3.5,2.8,6.3,4.3,3.4,3.3,,,,3.5,4.2,3.7,3.8,4.8,3.4,6.7,7.0,7.9,1.4,1.5,1.0,,,,,,,,,7220.0,5300.0,4640.0,55.9,66.3,хорошо,отлично,хорошо,ВК-5М №12633,10 - 1000,63772, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-06-21 09:00:00,2.1,2.8,3.2,3.5,3.5,2.3,,,,3.8,3.7,3.0,4.0,5.4,3.0,6.5,7.0,7.5,1.2,1.2,1.1,,,,,,,,,7235.0,5280.0,4510.0,53.0,61.6,хорошо,отлично,хорошо,ВК-5М №12633,10 - 1000,65545, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-07-20 08:00:00,2.5,2.5,4.0,6.0,4.7,4.8,,,,5.3,5.9,3.7,4.0,6.0,4.2,4.4,5.9,4.4,1.2,1.8,1.4,,,,,,,,,7286.0,5311.0,4525.0,53.8,63.0,отлично,отлично,отлично,ВИК-3 №7,10 - 5000,66240, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-08-19 08:00:00,3.7,3.2,3.7,6.8,11.2,10.6,,,,7.4,6.6,5.7,3.6,5.8,3.5,4.3,3.5,4.4,1.2,1.6,1.8,,,,,,,,,7101.0,5169.0,4455.0,48.1,55.4,допустимо,отлично,допустимо,ВИК-3 №7,10 - 5000,66535, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-09-16 13:15:00,2.6,2.7,4.6,5.9,5.6,7.2,,,,5.6,7.0,4.6,4.4,6.3,4.5,5.2,6.8,8.0,1.5,1.4,1.7,,,,,,,,,7352.0,5462.0,4634.0,59.0,69.5,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,66697, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-10-20 08:00:00,3.7,4.4,5.5,5.0,4.9,3.5,,,,7.0,7.2,4.0,4.1,5.9,5.8,3.6,5.9,6.4,1.2,1.9,1.6,,,,,,,,,7203.0,5298.0,4580.0,55.4,65.0,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,67003, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-11-22 14:00:00,4.9,3.9,7.8,6.4,6.1,6.9,,,,6.9,6.1,6.4,4.7,5.7,4.2,3.7,5.2,6.6,1.6,2.6,1.5,,,,,,,,,7140.0,5280.0,4600.0,60.0,69.9,хорошо,хорошо,хорошо,ВИК-3 №7,10 - 5000,67500, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2011-12-15 08:00:00,3.5,3.9,4.8,5.4,4.0,4.0,,,,5.5,7.0,5.2,5.0,5.1,5.9,3.7,6.6,7.0,1.7,2.1,1.8,,,,,,,,,7230.0,5360.0,4560.0,60.45,70.3,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,68347, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-01-25 08:00:00,4.2,4.4,6.0,12.0,10.8,6.8,,,,11.7,9.9,5.2,6.0,6.2,4.1,4.0,4.7,6.9,1.3,2.4,1.3,,,,,,,,,6905.0,5070.0,4644.0,54.1,64.2,допустимо,отлично,допустимо,ВИК-3 №7,10 - 5000,68639, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-02-21 16:00:00,2.9,3.3,4.5,4.0,3.2,3.0,,,,3.6,4.1,4.6,4.0,5.5,3.3,4.8,6.5,5.5,1.7,1.4,1.4,,,,,,,,,7079.0,5241.0,4642.0,55.7,66.0,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,69516, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-03-26 09:00:00,2.9,3.6,3.4,4.7,4.3,2.7,,,,4.2,3.7,2.9,3.6,5.9,3.8,3.7,6.3,7.9,1.7,1.65,1.5,,,,,,,,,7056.0,5210.0,4510.0,58.1,67.8,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,70302, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-04-24 09:00:00,3.9,2.5,4.1,4.0,3.6,2.7,,,,3.2,3.7,2.0,3.6,5.4,3.5,3.6,6.3,6.2,1.4,1.78,1.2,,,,,,,,,7090.0,5180.0,4300.0,59.3,68.7,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,70689, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-06-13 14:00:00,2.8,2.6,4.1,4.3,4.1,2.2,,,,3.7,3.9,3.4,3.0,5.3,2.9,4.6,10.5,6.3,1.7,1.5,1.3,,,,,,,,,7223.0,5235.0,4305.0,51.9,59.9,допустимо,отлично,допустимо,"SKF-GX,№71014",10 - 1000,70689, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-08-24 13:30:00,3.3,2.7,3.5,4.7,6.2,4.2,,,,4.9,5.2,3.6,4.2,4.9,3.7,2.8,5.8,6.1,1.6,1.2,1.4,,,,,,,,,7213.0,5313.0,4603.0,49.6,57.6,отлично,отлично,отлично,ВИК-3 №7,10 - 5000,72365, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-09-21 14:00:00,3.1,2.75,4.0,3.8,3.3,2.1,,,,3.5,3.75,3.4,3.7,5.8,3.0,5.2,4.5,3.3,2.0,1.9,1.6,,,,,,,,,7211.0,5310.0,4585.0,51.0,58.0,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,72495, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-09-25 13:20:00,3.5,2.9,3.2,4.1,4.2,3.3,,,,4.4,6.1,3.4,4.1,5.2,3.8,3.7,5.9,5.8,1.5,1.3,1.4,,,,,,,,,7181.0,5300.0,4550.0,51.9,59.0,отлично,отлично,отлично,ВИК-3 №7,10 - 5000,72557, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-10-10 13:15:00,2.5,2.5,3.2,4.3,4.7,3.7,,,,4.7,8.6,3.7,4.2,5.8,3.8,3.9,6.0,4.1,1.5,1.2,1.4,,,,,,,,,7220.0,5300.0,4520.0,49.4,57.3,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,72959, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-11-08 14:00:00,3.0,3.8,4.7,5.7,8.4,4.6,,,,5.5,6.2,4.3,4.8,6.0,3.7,4.6,5.5,4.7,1.3,1.3,1.2,,,,,,,,,7040.0,5120.0,4240.0,52.45,59.7,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,73656, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2012-12-12 09:10:00,5.1,4.2,5.3,5.6,7.4,7.6,,,,6.3,7.1,4.9,5.6,6.2,3.6,4.2,6.4,7.2,1.9,1.3,1.5,,,,,,,,,7040.0,5180.0,4638.0,49.4,58.3,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,74424, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2013-01-21 08:00:00,4.9,5.0,6.7,5.9,6.5,7.5,,,,8.4,8.0,5.8,5.5,6.0,4.4,3.5,3.5,3.5,1.5,1.3,1.3,,,,,,,,,6990.0,5140.0,4600.0,57.1,68.4,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,75192, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2013-02-15 08:00:00,5.4,3.7,5.5,5.8,7.3,4.4,,,,6.4,8.2,4.6,4.6,5.7,3.5,4.9,7.8,6.9,1.8,1.4,1.4,,,,,,,,,7150.0,5262.0,4610.0,52.0,61.0,хорошо,отлично,хорошо,ВИК-3 №7,10 - 5000,75558, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,43,2014-04-28 09:18:00,2.0,2.2,3.2,2.9,3.1,2.9,,,,3.8,3.7,2.4,4.5,4.1,3.6,3.0,6.6,3.9,1.7,1.5,1.0,,,,,,,,,7176.0,5142.0,4550.0,57.4,67.25,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
