,Цех,Ст_№_ГПА,Дата,ГТУ1_В,ГТУ1_Г,ГТУ1_О,ГТУ2_В,ГТУ2_Г,ГТУ2_О,ГТУ3_В,ГТУ3_Г,ГТУ3_О,ГТУ4_В,ГТУ4_Г,ГТУ4_О,ГТУ5_В,ГТУ5_Г,ГТУ5_О,ГТУ6_В,ГТУ6_Г,ГТУ6_О,ЦБН1_В,ЦБН1_Г,ЦБН1_О,ЦБН2_В,ЦБН2_Г,ЦБН2_О,ЦБН3_В,ЦБН3_Г,ЦБН4_В,ЦБН4_Г,ЦБН4_О,ЦБН4_NТВД,ЦБН4_NТНД,ЦБН4_3,ЦБН4_Рвх,ЦБН4_Рвых,Оценка_ГТУ,Оценка_ЦБН,Оценка_ГПА,Прибор,ЧД_Гц,Наработка_ГТУ_ч,Примечание,Филиал,КС,Тип_ГПА,Тип_ГТУ,Тип_ЦБК,Макс_ГТУ,Макс_V_ЦБН,Макс_S_ЦБН
1031,Цех_2,22,2005-05-23 14:00:00,0.4,0.2,0.5,0.4,0.2,0.4,,,,,,,,,,,,,1.1,1.1,0.5,,,,,,,,,4640.0,4120.0,,40.7,49.4,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,68450,,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.5,1.1,
1032,Цех_2,22,2005-06-20 14:00:00,0.3,0.4,0.5,0.3,0.4,0.4,,,,,,,,,,,,,1.1,1.3,0.9,,,,,,,,,4730.0,4070.0,,38.0,42.4,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,68538,,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.5,1.3,
1033,Цех_2,22,2005-07-06 08:25:00,0.2,0.2,0.6,0.3,0.3,0.2,,,,,,,,,,,,,0.9,0.9,0.4,,,,,,,,,4680.0,4300.0,,39.6,49.0,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,68739,,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.6,0.9,
1034,Цех_2,22,2005-08-09 08:35:00,0.2,0.2,0.4,0.6,0.2,1.1,,,,,,,,,,,,,0.8,0.6,0.5,,,,,,,,,4530.0,3920.0,,36.0,42.2,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,69082,,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.1,0.8,
1035,Цех_2,22,2005-08-24 08:30:00,0.2,0.3,0.7,0.8,0.3,0.4,,,,,,,,,,,,,1.0,0.9,0.9,,,,,,,,,4740.0,4200.0,,36.8,42.5,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,69446,,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.8,1.0,
1036,Цех_2,22,2005-09-07 14:40:00,0.3,0.4,0.4,0.4,0.8,0.3,,,,,,,,,,,,,1.2,1.2,0.9,,,,,,,,,4860.0,4370.0,,35.3,40.7,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,69762, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.8,1.2,
1037,Цех_2,22,2005-12-06 10:00:00,0.3,0.3,0.5,0.3,0.3,0.4,,,,,,,,,,,,,1.2,1.1,0.4,,,,,,,,,4640.0,4530.0,,31.8,39.9,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,70164, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.5,1.2,
1038,Цех_2,22,2006-01-10 15:00:00,0.7,0.6,0.9,0.8,1.5,0.9,,,,,,,,,,,,,2.1,1.5,1.2,,,,,,,,,4650.0,4410.0,,38.9,43.4,отлично,хорошо,хорошо,ВК-5 №763,10 - 1000,71011, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.5,2.1,
1039,Цех_2,22,2006-01-24 11:00:00,0.8,0.7,1.0,0.9,1.7,0.8,,,,,,,,,,,,,1.8,1.4,0.9,,,,,,,,,4700.0,4610.0,,30.4,38.4,хорошо,хорошо,хорошо,ВК-5 №763,10 - 1000,71343, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.7,1.8,
1040,Цех_2,22,2006-02-06 11:00:00,0.8,0.9,0.8,0.9,0.9,1.0,,,,,,,,,,,,,2.3,1.4,1.2,,,,,,,,,4680.0,4600.0,,37.9,47.4,хорошо,хорошо,хорошо,ВК-5 №763,10 - 1000,71655, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.0,2.3,
1041,Цех_2,22,2006-02-20 10:00:00,0.6,0.7,1.0,1.5,0.8,0.9,,,,,,,,,,,,,2.2,1.3,1.5,,,,,,,,,4710.0,4600.0,,36.2,45.4,отлично,хорошо,хорошо,ВК-5 №763,10 - 1000,71990, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.5,2.2,
1042,Цех_2,22,2006-03-09 08:30:00,0.7,0.7,1.0,1.6,1.2,0.8,,,,,,,,,,,,,2.0,1.6,1.0,,,,,,,,,4810.0,4630.0,,38.4,48.3,хорошо,хорошо,хорошо,ВК-5 №763,10 - 1000,72397, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.6,2.0,
1043,Цех_2,22,2006-03-23 10:00:00,0.7,0.7,1.0,0.9,1.4,1.1,,,,,,,,,,,,,2.1,1.4,1.4,,,,,,,,,4700.0,4440.0,,39.0,48.4,отлично,хорошо,хорошо,ВК-5 №763,10 - 1000,72734, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.4,2.1,
1044,Цех_2,22,2006-04-14 10:00:00,1.0,1.0,1.3,1.2,0.9,1.1,,,,,1.6,,,,,,,,2.1,1.6,1.2,,,,,,,,,4660.0,4130.0,,41.6,50.1,отлично,хорошо,хорошо,ВК-5 №763,10 - 1000,73217, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.6,2.1,
1045,Цех_2,22,2006-04-27 10:00:00,0.8,0.8,1.0,0.9,0.9,1.1,,,,,,,,,,,,,1.3,1.3,1.0,,,,,,,,,4560.0,4170.0,,40.3,49.4,отлично,отлично,отлично,ВК-5 №763,10 - 1000,73522, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.1,1.3,
1046,Цех_2,22,2006-06-05 11:00:00,0.4,0.4,0.5,0.6,0.8,0.3,,,,,,,,,,,,,0.8,0.8,0.5,,,,,,,,,4770.0,4010.0,,43.5,50.6,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,73766, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.8,0.8,
1047,Цех_2,22,2006-06-20 14:00:00,0.6,0.3,0.5,0.5,0.3,0.4,,,,,,,,,,,,,0.8,0.8,0.4,,,,,,,,,4690.0,4010.0,,42.3,50.3,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,74047, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.6,0.8,
1048,Цех_2,22,2006-07-10 10:00:00,0.4,0.3,0.7,0.4,0.3,0.3,,,,,,,,,,,,,0.7,0.7,0.7,,,,,,,,,4700.0,3870.0,,43.2,49.1,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,74525, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.7,0.7,
1049,Цех_2,22,2006-07-25 10:00:00,0.4,0.5,0.6,0.3,0.3,0.3,,,,,,,,,,,,,0.8,0.9,0.8,,,,,,,,,4710.0,3860.0,,42.5,47.2,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,74885, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.6,0.9,
1050,Цех_2,22,2006-08-09 16:00:00,0.3,0.3,0.5,0.3,0.3,0.3,,,,,,,,,,,,,0.8,1.0,0.5,,,,,,,,,4785.0,4140.0,,41.3,48.0,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,75251, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.5,1.0,
1051,Цех_2,22,2006-08-16 14:00:00,0.34,0.36,0.63,0.89,0.44,0.48,,,,,,,,,,,,,0.86,0.89,0.7,,,,,,,,,4660.0,3830.0,,44.9,51.7,отлично,отлично,отлично,CMVA-40 №4230,10 - 1000,75414, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.89,0.89,
1052,Цех_2,22,2006-08-16 11:00:00,0.4,0.38,0.64,0.52,0.47,0.46,,,,,,,,,,,,,1.2,0.99,0.64,,,,,,,,,4730.0,3940.0,,44.5,51.6,отлично,отлично,отлично,CMVA-40 №4230,10 - 1000,75415, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.64,1.2,
1053,Цех_2,22,2006-08-16 11:50:00,0.37,0.43,0.63,0.54,0.83,0.94,,,,,,,,,,,,,1.1,0.98,0.72,,,,,,,,,4830.0,4100.0,,44.0,51.8,отлично,отлично,отлично,CMVA-40 №4230,10 - 1000,75417, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.94,1.1,
1054,Цех_2,22,2006-11-07 13:00:00,0.8,0.7,0.7,0.9,0.8,0.9,,,,,,,,,,,,,1.7,2.3,3.1,,,,,,,,,4330.0,4000.0,,30.6,33.0,хорошо,допустимо,допустимо,ВК-5№1401,10 - 1000,75538,на кольце,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.9,3.1,
1055,Цех_2,22,2006-11-07 14:00:00,0.8,1.0,1.0,1.1,0.6,0.8,,,,,,,,,,,,,2.7,2.7,3.8,,,,,,,,,4400.0,4210.0,,30.5,33.2,хорошо,допустимо,допустимо,ВК-5№1401,10 - 1000,75539,на кольце,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.1,3.8,
1056,Цех_2,22,2006-11-07 15:00:00,0.3,0.3,0.6,0.3,0.3,0.4,,,,,,,,,,,,,1.6,1.3,0.48,,,,,,,,,4650.0,4465.0,,31.1,37.5,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,75540,,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.6,1.6,
1057,Цех_2,22,2006-11-08 10:40:00,0.7,0.8,0.8,0.9,0.7,0.8,,,,,,,,,,,,,1.5,2.2,1.8,,,,,,,,,4340.0,4220.0,,30.4,36.9,отлично,хорошо,хорошо,ВК-5№1401,10 - 1000,75557,2р,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.9,2.2,
1058,Цех_2,22,2006-11-08 09:00:00,0.3,0.3,0.9,0.4,0.4,0.3,,,,,,,,,,,,,1.3,1.8,0.5,,,,,,,,,4400.0,4320.0,,30.4,37.2,отлично,хорошо,хорошо,ВИК-3 №001,10 - 1000*,75556,1р,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.9,1.8,
1059,Цех_2,22,2006-11-08 11:20:00,1.2,0.9,0.9,0.8,0.8,0.7,,,,,,,,,,,,,2.2,2.0,2.0,,,,,,,,,4470.0,4420.0,,30.1,37.5,отлично,хорошо,хорошо,ВК-5№1401,10 - 1000,75558,3р,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.2,2.2,
1060,Цех_2,22,2006-11-09 09:00:00,0.3,0.3,0.3,0.46,0.42,0.34,,,,,,,,,,,,,1.2,1.7,0.39,,,,,,,,,4450.0,4330.0,,30.5,37.6,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,75579, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.46,1.7,
1061,Цех_2,22,2007-02-09 09:00:00,0.3,0.3,0.4,0.4,0.3,0.34,,,,,,,,,,,,,1.2,1.5,0.3,,,,,,,,,4580.0,4290.0,,40.0,48.6,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,75628, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.4,1.5,
1062,Цех_2,22,2007-02-26 09:00:00,0.3,0.6,0.3,0.42,0.36,0.3,,,,,,,,,,,,,1.2,1.4,0.3,,,,,,,,,4570.0,4290.0,,37.9,45.9,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,76036, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.6,1.4,
1063,Цех_2,22,2007-03-12 09:00:00,0.9,1.0,1.5,1.3,1.1,1.1,,,,,,,,,,,,,1.7,1.3,1.6,,,,,,,,,4510.0,3950.0,,40.0,47.0,хорошо,отлично,хорошо,ВК-5 №763,10 - 1000,76099, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.5,1.7,
1064,Цех_2,22,2007-05-23 09:00:00,0.3,0.3,0.41,0.33,0.5,0.3,,,,,,,,,,,,,1.0,1.4,0.72,,,,,,,,,4750.0,3960.0,,46.0,51.6,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,77072, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.5,1.4,
1065,Цех_2,22,2007-06-05 09:00:00,0.3,0.3,0.43,0.38,0.4,0.3,,,,,,,,,,,,,1.2,1.5,0.46,,,,,,,,,4790.0,4350.0,,40.9,50.5,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,77384, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.43,1.5,
1066,Цех_2,22,2007-08-21 10:00:00,0.4,0.3,0.43,0.5,0.4,0.5,,,,,,,,,,,,,1.3,1.5,0.7,,,,,,,,,4750.0,3960.0,,,,отлично,отлично,отлично,ВК-5 №763,10 - 1000,78214, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.5,1.5,
1067,Цех_2,22,2007-09-14 17:00:00,0.4,0.5,0.6,0.6,1.0,0.8,,,,,,,,,,,,,1.4,1.6,0.8,,,,,,,,,4690.0,4050.0,,44.5,53.0,отлично,отлично,отлично,ВК-5 №763,10 - 1000,78313, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.0,1.6,
1068,Цех_2,22,2007-09-24 09:00:00,0.5,0.5,0.7,0.9,1.0,0.9,,,,,,,,,,,,,1.5,2.0,0.8,,,,,,,,,4690.0,4100.0,,43.6,52.4,отлично,хорошо,хорошо,ВК-5 №763,10 - 1000,78545, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.0,2.0,
1069,Цех_2,22,2007-10-10 09:00:00,0.5,0.6,0.8,0.6,0.6,0.6,,,,,,,,,,,,,1.4,1.9,0.7,,,,,,,,,4710.0,4130.0,,42.3,50.15,отлично,хорошо,хорошо,ВК-5 №763,10 - 1000,78930, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.8,1.9,
1070,Цех_2,22,2007-10-29 14:00:00,0.5,0.6,0.8,0.8,0.7,1.1,,,,,,,,,,,,,1.9,1.8,1.1,,,,,,,,,4740.0,4380.0,,35.2,40.6,отлично,хорошо,хорошо,ВК-5 №763,10 - 1000,79391, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.1,1.9,
1071,Цех_2,22,2007-11-09 10:00:00,0.4,0.5,0.7,0.8,0.6,0.9,,,,,,,,,,,,,1.4,1.4,0.8,,,,,,,,,4510.0,4250.0,,34.5,41.7,отлично,отлично,отлично,ВК-5 №763,10 - 1000,79651, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.9,1.4,
1072,Цех_2,22,2007-11-26 09:00:00,0.6,0.5,0.7,0.4,0.4,0.3,,,,,,,,,,,,,1.2,1.4,1.0,,,,,,,,,4800.0,4430.0,,36.4,40.9,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,80058, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.7,1.4,
1073,Цех_2,22,2007-12-06 09:00:00,0.3,0.32,0.5,1.0,0.3,0.36,,,,,,,,,,,,,0.8,1.6,0.53,,,,,,,,,4690.0,4200.0,,41.0,49.3,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,80298, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.0,1.6,
1074,Цех_2,22,2007-12-18 08:00:00,0.6,0.3,0.7,1.0,0.3,0.7,,,,,,,,,,,,,1.0,1.3,0.3,,,,,,,,,4690.0,4370.0,,38.0,45.6,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,80585, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.0,1.3,
1075,Цех_2,22,2008-01-10 09:00:00,0.3,0.4,0.5,0.4,0.3,0.3,,,,,,,,,,,,,1.0,1.3,0.6,,,,,,,,,4630.0,4280.0,,39.6,42.5,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,81138, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.5,1.3,
1076,Цех_2,22,2008-01-25 09:30:00,0.3,0.3,0.5,0.3,0.3,0.5,,,,,,,,,,,,,1.1,1.4,0.5,,,,,,,,,4550.0,4280.0,,,,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,81523, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.5,1.4,
1077,Цех_2,22,2008-02-22 10:00:00,0.3,0.3,0.5,0.4,0.3,0.3,,,,,,,,,,,,,1.0,1.1,0.5,,,,,,,,,4550.0,4150.0,,,,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,81761, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.5,1.1,
1078,Цех_2,22,2008-03-18 09:00:00,0.7,0.7,0.7,1.2,1.0,0.6,,,,,,,,,,,,,0.7,0.7,0.5,,,,,,,,,4960.0,4250.0,,43.4,52.2,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,82359, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,1.2,0.7,
1079,Цех_2,22,2008-04-07 10:00:00,0.6,0.3,0.5,0.3,0.3,0.3,,,,,,,,,,,,,0.7,0.9,0.3,,,,,,,,,4680.0,4010.0,,41.2,48.6,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,82841, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.6,0.9,
1080,Цех_2,22,2008-06-25 10:00:00,0.6,0.5,0.7,0.4,0.4,0.3,,,,,,,,,,,,,1.2,1.4,1.0,,,,,,,,,4770.0,3960.0,,41.2,48.2,отлично,отлично,отлично,ВК-5 №1401,10 - 1000,83028, -,Приводинское ЛПУМГ,КС-14,ГТК-10,ГТК-10-4,Н-520-12-1,0.7,1.4,
